record_code,format_version,submission_date,reporting_agency,release_agency,coordinator,tag_code_or_release_id,tag_type,first_sequential_number,last_sequential_number,related_group_type,related_group_id,species,run,brood_year,first_release_date,last_release_date,release_location_code,hatchery_location_code,stock_location_code,release_stage,rearing_type,study_type,release_strategy,avg_weight,avg_length,study_integrity,cwt_1st_mark,cwt_1st_mark_count,cwt_2nd_mark,cwt_2nd_mark_count,non_cwt_1st_mark,non_cwt_1st_mark_count,non_cwt_2nd_mark,non_cwt_2nd_mark_count,counting_method,tag_loss_rate,tag_loss_days,tag_loss_sample_size,tag_reused,comments,release_location_name,hatchery_location_name,stock_location_name,release_location_state,release_location_rmis_region,release_location_rmis_basin,record_origin
"T","4.1","20041207","USFWS","USFWS","07","0501011514","3",,,,,"1","3","1999","20000313","20000313","6FCSASAF BLRB","6FCSABAT CNFH","6FCSABAT CNFH","F","H","I","FR","1.99","57","N","5000","48798","0000","246","5000","246",,,"C","0.005","32","200",,"STOCKTON IN RIVER SURVIVAL STUDY","SAC R BEL RBDD","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20041207","USFWS","USFWS","07","0501011515","3",,,,,"1","3","1999","20000314","20000314","6FCSASBF CLKG","6FCSABAT CNFH","6FCSABAT CNFH","F","H","I","FR","2.06","57","N","5000","46216",,,"5000","2690",,,"C","0.055","28","200",,"STOCKTON IN RIVER SURVIVAL STUDY","SAC R AT CLARKSBURG","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20020328","USFWS","USFWS","07","050102","0",,,,,"1","3","1975","19760318","19760318","3F42001  290159 R","3F42001  290159 H","3F42001  290159 S","G","H","K",,"5.1",,"N","5000","96753",,,,,,,,,,,,,"SPRING CR    29.0159","SPRING CR NFH","SPRING CR    29.0159","WA","CECR","WIND","C"
"T","4.1","20041207","USFWS","USFWS","07","0501020101","3",,,,,"1","3","1999","20000306","20000306","6FCSASAF BLRB","6FCSABAT CNFH","6FCSABAT CNFH","F","H","I","FR","1.78","57","N","5000","47098","0000","488","5000","1220",,,"C","0.025","32","200",,"STOCKTON IN RIVER SURVIVAL STUDY","SAC R BEL RBDD","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20041207","USFWS","USFWS","07","0501020102","3",,,,,"1","3","1999","20000307","20000307","6FCSASBF CLKG","6FCSABAT CNFH","6FCSABAT CNFH","F","H","I","FR","1.72","57","N","5000","47168",,,"5000","963",,,"C","0.02","28","200",,"STOCKTON IN RIVER SURVIVAL STUDY","SAC R AT CLARKSBURG","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20041207","USFWS","USFWS","07","0501020103","3",,,,,"1","3","2002","20030307","20030307","6FCSASBF CLKG","6FCSABAT CNFH","6FCSABAT CNFH","P","H","E","FR","2.37","62","N","5000","47176",,,"5000","2760","0000","251","C","0.06","22","200",,"Stockton study group","SAC R AT CLARKSBURG","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20031118","USFWS","USFWS","07","0501020104","3",,,,,"1","3","2002","20030306","20030306","6FCSASAF RBDD","6FCSABAT CNFH","6FCSABAT CNFH","P","H","P","FR","2.37","60","N","5000","49896",,,"5000","504",,,"C","0.01","24","200",,"FALL FRY RELEASE","SAC R RED BLUFF DIV DAM","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20041207","USFWS","USFWS","07","0501020105","3",,,,,"1","3","2002","20030221","20030221","6FCSASBF CLKG","6FCSABAT CNFH","6FCSABAT CNFH","P","H","E","FR","2","53","N","5000","49848",,,"5000","250",,,"C","0.005","29","200",,"Stockton study group","SAC R AT CLARKSBURG","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20041207","USFWS","USFWS","07","0501020106","3",,,,,"1","3","2002","20030220","20030220","6FCSASAF RBDD","6FCSABAT CNFH","6FCSABAT CNFH","P","H","P","FR","2.45","55","N","5000","50147",,,,,,,"C","0","22","200",,"Stockton study group","SAC R RED BLUFF DIV DAM","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20060830","USFWS","USFWS","07","0501020114","3",,,,,"1","3","1995","19960314","19960314","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","I",,"3.45","65","N","5000","295384",,,"0009","3764223","5000","42971","C","0.127","23","400",,"SMOLT - IHN+","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20060830","USFWS","USFWS","07","0501020115","3",,,,,"1","3","1995","19960329","19960329","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","I",,"3.47","69","N","5000","308443",,,"0009","3787025","5000","12184","C","0.038","35","400",,"SMOLT","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20060830","USFWS","USFWS","07","0501020201","3",,,,,"1","3","1995","19960423","19960423","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","I",,"4.7","79","N","5000","268960",,,"0009","3868300","5000","7463","C","0.027","31","400",,"SMOLT, APPROXIMATELY 57,000 CWT'S LOST TO IHN PRIOR TO RELEASE,  +++++IHN","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20020328","USFWS","USFWS","07","0501020204","3",,,,,"1","7","1995","19960601","19960601","3F42001  36     R","3F42001  290131 H02","3F42001  290001 S02",,"H","O",,"3.78",,"N","5000","195889",,,"0000","0","5000","3211",,"0.0161","36","310",,"KB 02 Columbia River       K-Basin","COL R NEAR BASIN 36","LTL WHITE SALMON NFH","COLUMBIA R BRIGHTS","WA","UPCR","MNPR","C"
"T","4.1","20060830","USFWS","USFWS","07","0501020208","3",,,,,"1","3","1996","19970401","19970401","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B",,"5.25","72","N","5000","30589",,,"0009","400478","5000","4571","C","0.13","47",,,"SMOLTS","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20060830","USFWS","USFWS","07","0501020209","3",,,,,"1","3","1996","19970401","19970401","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B",,"5.15","73","N","5000","32018",,,"0009","399662","5000","4366","C","0.12","44",,,"SMOLTS","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20060830","USFWS","USFWS","07","0501020210","3",,,,,"1","3","1996","19970401","19970401","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B",,"5.19","73","N","5000","33307",,,"0009","401098","5000","2896","C","0.08","42",,,"SMOLTS","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20060830","USFWS","USFWS","07","0501020211","3",,,,,"1","3","1996","19970401","19970401","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B",,"4.62","71","N","5000","30962",,,"0009","397914","5000","4626","C","0.13","42",,,"SMOLTS","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20060830","USFWS","USFWS","07","0501020212","3",,,,,"1","3","1996","19970401","19970401","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B",,"4.68","69","N","5000","32813",,,"0009","407442","5000","2853","C","0.08","37",,,"SMOLTS","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20060830","USFWS","USFWS","07","0501020213","3",,,,,"1","3","1996","19970401","19970401","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B",,"4.63","70","N","5000","28501",,,"0009","403354","5000","8039","C","0.22","36",,,"SMOLTS","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20060830","USFWS","USFWS","07","0501020214","3",,,,,"1","3","1996","19970401","19970401","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B",,"4.62","72","N","5000","32178",,,"0009","402028","5000","4388","C","0.12","36",,,"SMOLTS","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20060830","USFWS","USFWS","07","0501020215","3",,,,,"1","3","1996","19970401","19970401","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B",,"4.42","69","N","5000","34936",,,"0009","404040","5000","1456","C","0.04","32",,,"SMOLTS","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20060830","USFWS","USFWS","07","0501020301","3",,,,,"1","3","1996","19970401","19970401","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B",,"4.1","71","N","5000","33195",,,"0009","402106","5000","3283","C","0.09","34",,,"SMOLTS","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20060830","USFWS","USFWS","07","0501020302","3",,,,,"1","3","1996","19970415","19970415","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B",,"5.87","75","N","5000","30619",,,"0009","369456","5000","3784","C","0.11","41",,,"SMOLTS; IHN +","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20060830","USFWS","USFWS","07","0501020303","3",,,,,"1","3","1996","19970409","19970409","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B",,"4.83","72","N","5000","31826",,,"0009","368025","5000","1675","C","0.05","39",,,"SMOLTS; IHN +","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20060830","USFWS","USFWS","07","0501020304","3",,,,,"1","3","1996","19970415","19970415","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B",,"5.9","73","N","5000","31413",,,"0009","389986","5000","3490","C","0.1","36",,,"SMOLTS; IHN +","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20060830","USFWS","USFWS","07","0501020305","3",,,,,"1","3","1996","19970415","19970415","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B",,"5.38","74","N","5000","34517",,,"0009","387384","5000","704","C","0.02","36",,,"SMOLTS; IHN +","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20060830","USFWS","USFWS","07","0501020306","3",,,,,"1","3","1996","19970415","19970415","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B",,"5.22","73","N","5000","34492",,,"0009","399715","5000","1815","C","0.05","34",,,"SMOLTS; IHN +","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20060830","USFWS","USFWS","07","0501020307","3",,,,,"1","3","1996","19970415","19970415","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B",,"5.39","73","N","5000","34829",,,"0009","398205","5000","1451","C","0.04","31",,,"SMOLTS; IHN +","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20060830","USFWS","USFWS","07","0501020308","3",,,,,"1","3","1996","19970415","19970415","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B",,"4.88","72","N","5000","35473",,,"0009","401405","5000","1097","C","0.03","30",,,"SMOLTS; IHN +","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20060830","USFWS","USFWS","07","0501020309","3",,,,,"1","3","1996","19970409","19970409","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B",,"4.12","69","W","5000","33626",,,"0009","388537","5000","1770","C","0.05","26",,,"SMOLTS; IHN+++","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20060830","USFWS","USFWS","07","0501020310","3",,,,,"1","3","1996","19970409","19970409","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B",,"3.79","67","W","5000","31777",,,"0009","352216","5000","649","C","0.02","25",,,"SMOLTS; IHN+++","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20060830","USFWS","USFWS","07","0501020311","3",,,,,"1","3","1996","19970415","19970415","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B",,"4.43","68","N","5000","35198",,,"0009","400433","5000","718","C","0.02","24",,,"SMOLTS; IHN +","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20060830","USFWS","USFWS","07","0501020312","3",,,,,"1","3","1996","19970416","19970416","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B",,"4.16","68","N","5000","35045",,,"0009","399942","5000","1460","C","0.04","24",,,"SMOLTS; IHN +","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20060830","USFWS","USFWS","07","0501020313","3",,,,,"1","3","1996","19970416","19970416","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B",,"4.05","67","N","5000","34257",,,"0009","392376","5000","2578","C","0.07","23",,,"SMOLTS; IHN +","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20060830","USFWS","USFWS","07","0501020314","3",,,,,"1","3","1996","19970416","19970416","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B",,"3.17","61","N","5000","34681",,,"0009","408878","5000","1073","C","0.03","18",,,"IHN +","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20020328","USFWS","USFWS","07","0501020315","3",,,,,"1","3","1996","19970416","19970416","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B",,"3.17","61","N","5000","34680",,,"5000","1073",,,"C","0.03","18",,,"IHN +","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20060830","USFWS","USFWS","07","0501020401","3",,,,,"1","3","1996","19970416","19970416","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B",,"2.41","56","N","5000","34417",,,"0009","441308","5000","1811","C","0.05","16",,,"IHN +","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20060830","USFWS","USFWS","07","0501020403","3",,,,,"1","3","1996","19970506","19970506","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B",,"5.12","73","N","5000","34802",,,"0009","478642","5000","1450","C","0.04","34",,,"SMOLTS","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20020328","USFWS","USFWS","07","0501020404","3",,,,,"1","3","1996","19970506","19970506","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B",,"5.12","73","N","5000","35000",,,"5000","1458",,,"C","0.04","34",,,"SMOLTS","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20041207","USFWS","USFWS","07","0501020408","3",,,,,"1","3","1998","19990208","19990312","6FCSASAF BLRB","6FCSABAT CNFH","6FCSABAT CNFH",,"H","O","FR",,"38","N","5000","12486",,,"5000","797",,,"C","0.06","21","200",,"WILD FISH CAPTURED IN SCREW TRAPS AT RBDD. retention rate 94%, tag loss day 21","SAC R BEL RBDD","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20031215","USFWS","USFWS","07","0501020508","3",,,,,"1","3","1997","19980304","19980304","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","I","FR","2.35","58","N","5000","32198",,,"0000","411186","5000","5682","W","0.1765","21","200",,"IHN - EARLY RELEASE","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20031215","USFWS","USFWS","07","0501020511","3",,,,,"1","3","1997","19980306","19980306","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","I","FR","2.32","59","N","5000","35122",,,"0000","417786","5000","2644","W","0.0753","15","200",,"IHN - EARLY RELEASE","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20031215","USFWS","USFWS","07","0501020512","3",,,,,"1","3","1997","19980304","19980304","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","I","FR","2.25","56","N","5000","27628",,,"0000","419542","5000","2080","W","0.0753","13","200",,"IHN - EARLY RELEASE","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20031215","USFWS","USFWS","07","0501020514","3",,,,,"1","3","1997","19980331","19980331","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","I","FR","3.42","68","N","5000","34610",,,"0000","875746","5000","1822","W","0.0526","22","400",,"IHN - EARLY RELEASE","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20031215","USFWS","USFWS","07","0501020515","3",,,,,"1","3","1997","19980331","19980331","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","I","FR","3.07","64","N","5000","37000",,,"0000","184337","5000","374","W","0.0101","20","200",,"IHN - EARLY RELEASE","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20031215","USFWS","USFWS","07","0501020601","3",,,,,"1","3","1997","19980331","19980331","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","I","FR","3.07","64","N","5000","37067",,,"0000","184270","5000","374","W","0.0101","20","200",,"IHN - EARLY RELEASE","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20031215","USFWS","USFWS","07","0501020602","3",,,,,"1","3","1997","19980331","19980331","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","I","FR","3.18","65","N","5000","32511",,,"0000","409114","5000","4858","W","0.1494","31","200",,"IHN - EARLY RELEASE","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20031215","USFWS","USFWS","07","0501020604","3",,,,,"1","3","1997","19980331","19980331","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","I","FR","3.06","65","N","5000","29548",,,"0000","407980","5000","7855","W","0.2658","28","200",,"IHN - EARLY RELEASE","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20031215","USFWS","USFWS","07","0501020605","3",,,,,"1","3","1997","19980331","19980331","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","I","FR","2.85","61","N","5000","30971",,,"0000","402015","5000","6798","W","0.2195","26","200",,"IHN - EARLY RELEASE","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20031215","USFWS","USFWS","07","0501020606","3",,,,,"1","3","1997","19980331","19980331","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","I","FR","2.68","62","N","5000","33413",,,"0000","409604","5000","3713","W","0.1111","17","200",,"IHN - EARLY RELEASE","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20031215","USFWS","USFWS","07","0501020608","3",,,,,"1","3","1997","19980407","19980407","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","I","FR","3.51","66","N","5000","32007",,,"0000","403831","5000","5210","W","0.1628","26","200",,"IHN - EARLY RELEASE","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20031215","USFWS","USFWS","07","0501020609","3",,,,,"1","3","1997","19980407","19980407","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","I","FR","3.36","64","N","5000","31952",,,"0000","403860","5000","5202","W","0.1628","24","200",,"IHN - EARLY RELEASE","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20031215","USFWS","USFWS","07","0501020610","3",,,,,"1","3","1997","19980422","19980422","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","I","FR","4.15","72","N","5000","27447",,,"0000","403771","5000","9644","W","0.3514","32","200",,"IHN DETECTED PRIOR TO RELEASE","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20031215","USFWS","USFWS","07","0501020611","3",,,,,"1","3","1997","19980422","19980422","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","I","FR","4.2","73","N","5000","28307",,,"0000","395884","5000","7984","W","0.2821","28","200",,"IHN DETECTED PRIOR TO RELEASE","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20031215","USFWS","USFWS","07","0501020612","3",,,,,"1","3","1997","19980422","19980422","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","I","FR","4.12","72","N","5000","28585",,,"0000","412847","5000","9027","W","0.3158","27","200",,"IHN DETECTED PRIOR TO RELEASE","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20031215","USFWS","USFWS","07","0501020613","3",,,,,"1","3","1997","19980422","19980422","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","I","FR","3.96","71","N","5000","28682",,,"0000","409542","5000","9058","W","0.3158","26","200",,"IHN DETECTED PRIOR TO RELEASE","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20031215","USFWS","USFWS","07","0501020614","3",,,,,"1","3","1997","19980422","19980422","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","I","FR","3.99","70","N","5000","30741",,,"0000","411455","5000","6748","W","0.2195","23","200",,"IHN DETECTED PRIOR TO RELEASE","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20031215","USFWS","USFWS","07","0501020615","3",,,,,"1","3","1997","19980422","19980422","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","I","FR","3.69","68","N","5000","33286",,,"0000","416058","5000","4539","W","0.1364","22","200",,"IHN DETECTED PRIOR TO RELEASE","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20031215","USFWS","USFWS","07","0501020701","3",,,,,"1","3","1997","19980422","19980422","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","I","FR","3.69","69","N","5000","35032",,,"0000","409871","5000","2637","W","0.0753","21","200",,"IHN DETECTED PRIOR TO RELEASE","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20031215","USFWS","USFWS","07","0501020702","3",,,,,"1","3","1997","19980422","19980422","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","I","FR","3.53","67","N","5000","31762",,,"0000","417399","5000","6050","W","0.1905","20","200",,"IHN DETECTED PRIOR TO RELEASE","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20031215","USFWS","USFWS","07","0501020703","3",,,,,"1","3","1997","19980423","19980423","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","I","FR","3.33","66","N","5000","32007",,,"0000","433879","5000","5210","W","0.1628","17","200",,"IHN DETECTED PRIOR TO RELEASE","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20031215","USFWS","USFWS","07","0501020704","3",,,,,"1","3","1997","19980407","19980407","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","I","FR","2.01","55","N","5000","35534",,,"0000","440845","5000","1870","W","0.0526","7","200",,"IHN - EARLY RELEASE","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
"T","4.1","20031215","USFWS","USFWS","07","0501020705","3",,,,,"1","3","1997","19980423","19980423","6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","I","FR","2.17","57","N","5000","34922",,,"0000","614145","5000","2629","W","0.0753","15","200",,"IHN DETECTED PRIOR TO RELEASE","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","C"
